Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you want to take this survey in English or Spanish?¿Quieres responder la encuesta en inglés o español?,Please ask your teacher for their teacher code.,What is the name of your district and school?,,What grade are you currently enrolled in?,What is your gender?,Are you Hispanic/Latino/a?,What is your ethnicity? Select all that apply.,,,,,,,How often do you speak English at home? ,How much do you agree or disagree with the statements below?,,,,"For you personally, how true or not true is the statement below? (Select only one)",How much do you agree or disagree with the statement below? (Select one only),How much do you agree or disagree with the statements below?,,,,,How much do you agree or disagree with the statements below?,,,,"When reading the following statements, think about your current math class and decide how well the statements describe you.",,,,,,,,,,,,,How often does your math teacher do each of the following?,,"Por favor, pídele a tu profesor/a su código.",Selecciona el nombre de tu distrito escolar y escuela.,,"¿Actualmente, en qué grado estás matriculado?",¿Cuál es tu sexo/género?,¿Eres hispano / latino/a?,¿Cuál es tu raza/origen étnico? (seleccione todas las que correspondan),,,,,,,¿Qué tan frecuente hablas inglés en tu casa?,¿En qué medida estás de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Para ti personalmente, ¿qué tan verdadera o no verdadera es la siguiente declaración? (Seleccione solo uno)",¿En qué medida está de acuerdo o en desacuerdo con la siguiente declaración? (Seleccione solo uno),¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,,¿En qué medida está de acuerdo o en desacuerdo con las siguientes declaraciones?,,,,"Al leer las siguientes declaraciones, piensa en tu actual clase de matemáticas y decide qué tan bien te describen estas declaraciones.",,,,,,,,,,,,,¿Con qué frecuencia su profesor de matemáticas hace cada uno de los siguientes?,
13492348337,410322128,06/10/2022 08:11:43 AM,06/10/2022 08:16:39 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Male,Yes,,,Black or African American,,,More than one race,"Hispanic , Hatian",Always,Strongly agree,Disagree,Strongly disagree,Mostly disagree,Very true,Strongly agree,Slightly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree a little,Agree a lot,Disagree a lot,Agree a little,Mostly like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Mostly like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348494,410322128,06/10/2022 08:12:00 AM,06/10/2022 08:16:26 AM,23.190.208.128,,,,,English / inglés,SFS0309,Rochester City School District - School 28,,8,Female,Yes,,,,,,More than one race,,Always,Strongly disagree,Mostly agree,Strongly agree,Strongly agree,Extremely true,Strongly agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree a lot,Agree a little,Agree a little,Agree a lot,Not at all like me,Very much like me,Somewhat like me,Very much like me,Mostly like me,Very much like me,Mostly like me,Not at all like me,Not at all like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492348303,410322128,06/10/2022 08:11:42 AM,06/10/2022 08:15:30 AM,23.190.208.128,,,,,English / inglés,SFSC309,Rochester City School District - School 28,,8,Female,Yes,,,,,,More than one race,,Always,Mostly disagree,Mostly disagree,Strongly disagree,Strongly disagree,Very true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a little,Agree a little,Agree a little,Very much like me,Mostly like me,Not much like me,Not much like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Somewhat like me,,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492337883,410322128,06/10/2022 07:58:20 AM,06/10/2022 08:09:28 AM,165.155.128.159,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Extremely true,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492336431,410322128,06/10/2022 07:56:23 AM,06/10/2022 08:08:31 AM,165.155.140.153,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,Yes,,,,Asian,,,,Sometimes,Disagree,Disagree,Disagree,Disagree,Extremely true,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Mostly like me,Mostly like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Somewhat like me,Not at all like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492337811,410322128,06/10/2022 07:58:12 AM,06/10/2022 08:07:27 AM,165.155.130.171,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Sometimes,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Extremely true,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Not much like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492336948,410322128,06/10/2022 07:57:07 AM,06/10/2022 08:02:33 AM,165.155.130.151,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,No,,,,,,More than one race,,Always,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Very much like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492336196,410322128,06/10/2022 07:56:07 AM,06/10/2022 08:01:21 AM,165.155.129.160,,,,,English / inglés,NXA1234,Other (please specify),District 11. School: PS/MS 194,8,Male,No,,,,Asian,,,,Almost always,Strongly agree,Strongly agree,Mostly agree,Strongly disagree,Somewhat true,Disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Agree,Disagree a lot,Disagree a lot,Disagree a lot,Disagree a lot,Mostly like me,Not much like me,Not at all like me,Not much like me,Not much like me,Not at all like me,Not much like me,Not much like me,Very much like me,Not at all like me,Not at all like me,Not at all like me,Not at all like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492335607,410322128,06/10/2022 07:53:27 AM,06/10/2022 08:00:31 AM,165.155.139.167,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,Yes,,,,,White,,Dominican,Sometimes,Agree,Mostly agree,Strongly agree,Mostly agree,Somewhat true,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Agree a lot,Agree a little,Agree a lot,Agree a lot,Not at all like me,Not much like me,Mostly like me,Somewhat like me,Not at all like me,Not at all like me,Mostly like me,Very much like me,Mostly like me,Very much like me,Mostly like me,Mostly like me,Mostly like me,Once in a while,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492337051,410322128,06/10/2022 07:57:13 AM,06/10/2022 08:00:28 AM,165.155.128.159,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Almost always,Mostly disagree,Mostly agree,Disagree,Disagree,Extremely true,Agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Agree a little,Agree a little,Disagree a little,Agree a little,Not much like me,Not much like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Not at all like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492335532,410322128,06/10/2022 07:52:27 AM,06/10/2022 07:58:30 AM,165.155.140.168,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,Yes,,,,,,,Dominican,Almost always,Mostly disagree,Disagree,,Disagree,Very true,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree a little,Agree a little,Agree a little,Agree a little,Not at all like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492336738,410322128,06/10/2022 07:56:38 AM,06/10/2022 07:56:55 AM,165.155.129.165,,,,,English / inglés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492318623,410322128,06/10/2022 07:28:48 AM,06/10/2022 07:56:45 AM,165.155.140.168,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,Yes,,,,,,More than one race,Ecourdian American,Sometimes,Agree,Agree,Agree,Agree,Extremely true,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Somewhat like me,Mostly like me,Mostly like me,Very much like me,Mostly like me,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Very much like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492335753,410322128,06/10/2022 07:54:38 AM,06/10/2022 07:56:25 AM,165.155.140.168,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,No,,,,Asian,,,,Always,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely true,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree a lot,Disagree a lot,Disagree a lot,Disagree a lot,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492318153,410322128,06/10/2022 07:31:44 AM,06/10/2022 07:55:34 AM,165.155.136.154,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,No,,,,,,,arabic,Sometimes,Strongly agree,Agree,Disagree,Strongly disagree,Extremely true,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Not at all like me,Mostly like me,Not at all like me,Very much like me,Mostly like me,Mostly like me,Very much like me,Not at all like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Very much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492324255,410322128,06/10/2022 07:39:54 AM,06/10/2022 07:55:28 AM,165.155.140.158,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,Yes,,,,,,,mexican,Sometimes,Disagree,Disagree,Disagree,Agree,Very true,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree a lot,Agree a lot,Agree a little,Agree a lot,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Not much like me,Not much like me,Mostly like me,Mostly like me,Somewhat like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492318398,410322128,06/10/2022 07:32:02 AM,06/10/2022 07:55:24 AM,165.155.128.164,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,Yes,,,,,,,Mexican American ,Almost always,Disagree,Disagree,Disagree,Agree,Extremely true,Strongly agree,Slightly agree,Slightly disagree,Agree,Agree,Agree,Agree a little,Agree a lot,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Not at all like me,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Not much like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492318985,410322128,06/10/2022 07:32:34 AM,06/10/2022 07:55:14 AM,165.155.140.173,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,6,Female,Yes,,,,,,More than one race,,Sometimes,Agree,Strongly agree,Disagree,Agree,Very true,Strongly agree,Agree,Slightly agree,Agree,Agree,Agree,Agree a lot,Agree a lot,Agree a little,Agree a little,Mostly like me,Mostly like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Not much like me,Not much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Mostly like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492325290,410322128,06/10/2022 07:41:17 AM,06/10/2022 07:55:12 AM,165.155.129.170,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Sometimes,Disagree,Disagree,Disagree,Mostly disagree,Extremely true,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Mostly like me,Mostly like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Not much like me,Not at all like me,Mostly like me,Mostly like me,Very much like me,Very much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492330378,410322128,06/10/2022 07:48:25 AM,06/10/2022 07:54:49 AM,165.155.140.173,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,Black or African American,,,,,Always,Mostly disagree,Disagree,Mostly disagree,Mostly disagree,Somewhat true,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Disagree a little,Disagree a lot,Disagree a lot,Disagree a lot,Mostly like me,Somewhat like me,Very much like me,Not much like me,Mostly like me,Somewhat like me,Not at all like me,Very much like me,Very much like me,Mostly like me,Somewhat like me,Not much like me,Not at all like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492318538,410322128,06/10/2022 07:28:14 AM,06/10/2022 07:54:36 AM,165.155.128.169,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,Yes,,,,,,,ecuadorion American ,Sometimes,Disagree,Disagree,Disagree,Agree,Extremely true,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree a little,Agree a little,Agree a little,Disagree a little,Somewhat like me,Somewhat like me,Not much like me,Somewhat like me,Somewhat like me,Very much like me,Not at all like me,Not at all like me,Not much like me,Somewhat like me,Mostly like me,Not much like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492332018,410322128,06/10/2022 07:50:21 AM,06/10/2022 07:51:48 AM,165.155.129.165,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,No,,,,Asian,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492323167,410322128,06/10/2022 07:28:35 AM,06/10/2022 07:51:48 AM,165.155.136.154,,,,,English / inglés,NXA1234,Other (please specify),District 11. School: PS/MS 194,8,Male,No,,,,Asian,,,,Almost always,Strongly agree,Strongly agree,Agree,Mostly disagree,Extremely true,Slightly agree,Slightly agree,Strongly agree,Agree,Agree,Agree,Disagree a lot,Disagree a lot,Disagree a lot,Disagree a lot,Mostly like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Not at all like me,Not at all like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not at all like me,Not at all like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492316901,410322128,06/10/2022 07:29:39 AM,06/10/2022 07:51:46 AM,165.155.132.153,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,Yes,,,,,,,hispanic ,Almost always,Disagree,Mostly disagree,Mostly disagree,Mostly disagree,Not at all true,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Disagree a little,Disagree a little,Agree a little,Agree a little,Not much like me,Somewhat like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Mostly like me,Not much like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Somewhat like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492316729,410322128,06/10/2022 07:29:44 AM,06/10/2022 07:50:30 AM,165.155.136.154,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,Yes,,,,,,,Hispanic ,Almost always,Strongly disagree,Mostly disagree,Strongly disagree,Mostly disagree,Extremely true,Agree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Disagree a little,Disagree a little,Disagree a lot,Disagree a little,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Not at all like me,Somewhat like me,Not at all like me,Mostly like me,Somewhat like me,Mostly like me,Very much like me,Never,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492317093,410322128,06/10/2022 07:30:13 AM,06/10/2022 07:49:43 AM,165.155.129.155,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Sometimes,Strongly disagree,Strongly disagree,Disagree,Disagree,Extremely true,Strongly agree,Agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Agree a little,Agree a little,Mostly like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Not at all like me,Not much like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Not much like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492320242,410322128,06/10/2022 07:33:36 AM,06/10/2022 07:49:33 AM,165.155.131.167,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Sometimes,Strongly disagree,Strongly disagree,Disagree,Disagree,Extremely true,Strongly agree,Agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Not much like me,Not much like me,Not at all like me,Not much like me,Not much like me,Somewhat like me,Mostly like me,Somewhat like me,Somewhat like me,Some of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492319059,410322128,06/10/2022 07:32:44 AM,06/10/2022 07:49:17 AM,165.155.128.154,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,No,,,,Asian,,,,Sometimes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very true,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree a little,Agree a little,Agree a little,Agree a little,Somewhat like me,Somewhat like me,Not much like me,Mostly like me,Somewhat like me,Mostly like me,Not much like me,Not at all like me,Not much like me,Mostly like me,Mostly like me,Mostly like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492318510,410322128,06/10/2022 07:31:46 AM,06/10/2022 07:49:03 AM,165.155.129.170,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,Asian,,,,Sometimes,Mostly disagree,Mostly agree,Disagree,Disagree,Extremely true,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Agree a lot,Agree a little,Disagree a lot,Agree a little,Not much like me,Somewhat like me,Not at all like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Not much like me,Not much like me,Mostly like me,Mostly like me,Very much like me,Mostly like me,Most or all of the time,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492316841,410322128,06/10/2022 07:28:54 AM,06/10/2022 07:48:09 AM,165.155.138.171,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Male,Yes,,,,,,,hispanic,Almost always,Disagree,Disagree,Disagree,Strongly disagree,Very true,Strongly agree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree a little,Agree a little,Agree a little,Disagree a little,Somewhat like me,Mostly like me,Mostly like me,Very much like me,Very much like me,Mostly like me,Not much like me,Somewhat like me,Not much like me,Somewhat like me,Mostly like me,Mostly like me,Mostly like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492316992,410322128,06/10/2022 07:30:08 AM,06/10/2022 07:47:17 AM,165.155.131.167,,,,,English / inglés,NXA1234,"NYC District 11 - PS/MS 194, NY",,8,Female,No,,,,,,More than one race,,Always,Disagree,Mostly disagree,Mostly disagree,Agree,Somewhat true,Agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly agree,Disagree a lot,Disagree a little,Disagree a lot,Disagree a little,Mostly like me,Not much like me,Mostly like me,Not much like me,Very much like me,Mostly like me,Not at all like me,Mostly like me,Very much like me,Somewhat like me,Not much like me,Not much like me,Not much like me,Once in a while,Most or all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
